orig_idx,review_idx,sentence_idx,sentence,analysis_category,sentiment,Score,ProductId,review_dt,year_month,embedding,cluster_id,cluster_conf,len,sent_len,high_theme,sub_theme
4900,2461,2,"it wasn't hot locally, so i believe it happened while in amazon's hands.",baby & pet,negative,1,B000WFKI82,2010-12-28 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[ 0.00047739 -0.02652498 -0.02462596 ... -0.0288528   0.05023206
  0.00212491]",10,1.0,72,72,Health/Nutrition,
4908,2465,0,"the noodles were ok but the sauce really had a nasty flavor, kids refused to eat it.",condiments,negative,2,B000LKZ8RY,2008-09-24 00:00:00+00:00,2008-09-01 00:00:00+00:00,"[-0.04632261  0.02257092 -0.08651429 ...  0.01614479  0.01306797
 -0.02475081]",1,1.0,84,84,Flavor & Quality,Sweetness
4909,2465,1,"if you are stuck with a bunch of it, cook the noodles but make your own sauce.",condiments,negative,2,B000LKZ8RY,2008-09-24 00:00:00+00:00,2008-09-01 00:00:00+00:00,"[-0.02281619 -0.03136124 -0.0505656  ...  0.01039502 -0.04414737
 -0.01759351]",1,1.0,78,78,Flavor & Quality,Sweetness
4922,2470,0,"i purchased the made in nature ""club pack"" size because the price was good and the description seemed identical to the made in nature product sold as a 12-pack of 6 oz. bags.",protein snacks,negative,3,B004LWP5YE,2012-01-05 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00419969 -0.0397062  -0.00092374 ...  0.01607402  0.00224706
  0.00557479]",7,1.0,174,174,Flavor & Quality,Herbal
4923,2470,1,"the latter product had the following listed for the nutrition facts link: ""unsulfured, sun-dried, certified organic seedless raisins."" in other words, no additives are listed.",protein snacks,negative,3,B004LWP5YE,2012-01-05 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.02300199 -0.01861947 -0.02852397 ...  0.01347313  0.03423377
  0.00825167]",10,1.0,175,175,Health/Nutrition,
4924,2470,2,"i thought that the club pack size would be the same, even though the amazon description did not include a nutrition facts link.",protein snacks,negative,3,B004LWP5YE,2012-01-05 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[ 0.00259109 -0.02434257 -0.04479134 ...  0.0446132   0.01554972
  0.04168649]",7,1.0,127,127,Flavor & Quality,Herbal
4928,2477,0,"it doesn't taste like walnuts, plain and simple.",other,negative,1,B002Y7018S,2010-09-04 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.048956    0.00172527 -0.03700647 ...  0.01322321  0.00886951
  0.01101163]",12,1.0,48,48,Health/Nutrition,
4929,2477,1,it tastes like paper glue loaded with alcohol.,other,negative,1,B002Y7018S,2010-09-04 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.03494122  0.01319363 -0.01375639 ...  0.02728767 -0.02441133
  0.00824758]",6,1.0,46,46,Flavor & Quality,Fruitiness
4930,2477,2,"i really regret buying this, what a waste of money.",other,negative,1,B002Y7018S,2010-09-04 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.02970563  0.02583098 -0.0105373  ...  0.04520421 -0.00250393
 -0.00103852]",19,1.0,51,51,Packaging/Delivery,
4931,2478,0,"all are overly sweet, but the tangerine lime is, in my opinion, undrinkable.",drink,negative,1,B0006HVB96,2010-10-26 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[-0.00870524 -0.00842662 -0.05189168 ...  0.04555812  0.01689402
  0.02523909]",6,1.0,76,76,Flavor & Quality,Fruitiness
4932,2478,1,i'll stick with fresca and sunkist diet orange.,drink,negative,1,B0006HVB96,2010-10-26 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[-0.03257531 -0.01395898  0.00382662 ...  0.03521796  0.01890414
  0.02875523]",6,1.0,47,47,Flavor & Quality,Fruitiness
4941,2482,0,i was definately expecting a better product from earth's best.,baked goods,negative,1,B000ER5CTS,2009-02-05 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[ 0.00079169 -0.0049365  -0.00937383 ...  0.03990685  0.03837696
 -0.00256711]",19,1.0,62,62,Packaging/Delivery,
4942,2482,1,"however, these biscuits were not good at all.",baked goods,negative,1,B000ER5CTS,2009-02-05 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[-0.04441554 -0.02254136 -0.01393943 ...  0.00723182  0.01197361
 -0.01949137]",15,1.0,45,45,Other,
4943,2482,2,my son who only has 2 teeth broke these very easily.,baked goods,negative,1,B000ER5CTS,2009-02-05 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[ 0.0183711   0.01878691  0.00761053 ... -0.02751885  0.01326802
  0.02241577]",16,1.0,52,52,Other,
4945,2484,0,the price was cheap & so was the product.,baby & pet,negative,2,B001CMMJFY,2010-01-30 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[-0.02568384 -0.04327551 -0.08914916 ...  0.00311068  0.02456068
  0.01535888]",18,1.0,41,41,Flavor & Quality,Bitterness
4946,2484,1,"these rawhide bones literally disinegrated into a thousand small shards, occasionally causing my golden to gag on them.",baby & pet,negative,2,B001CMMJFY,2010-01-30 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[ 0.01869424  0.04459869  0.01677539 ...  0.00925263 -0.01332291
 -0.00445914]",2,1.0,119,119,Flavor & Quality,Herbal
4947,2484,2,"i don't feel that i got my money's worth, because they would break up & be gone in 10 minutes, rather than giving hours of enjoyment.",baby & pet,negative,2,B001CMMJFY,2010-01-30 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[-0.0317466   0.03745936 -0.01366301 ... -0.0052809   0.02297344
  0.01463554]",12,1.0,133,133,Health/Nutrition,
4966,2492,0,i bought this bag along with another nut milk bag to compare them.,protein snacks,negative,2,B0052P8ETM,2012-08-06 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.01837074 -0.03649116 -0.03129006 ... -0.00829534 -0.00025727
 -0.02034549]",1,1.0,66,66,Flavor & Quality,Sweetness
4967,2492,1,this bag busted open at the seams after using it twice.,protein snacks,negative,2,B0052P8ETM,2012-08-06 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.00027448  0.03619361  0.01874644 ... -0.03319737 -0.00786847
 -0.00556825]",16,1.0,55,55,Other,
4968,2492,2,the other bag i purchased was made of thin mesh material.,protein snacks,negative,2,B0052P8ETM,2012-08-06 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.0019674  -0.01976028 -0.0244847  ... -0.01382821 -0.0050396
 -0.03344251]",1,1.0,57,57,Flavor & Quality,Sweetness
4981,2498,0,you expect a price reduction when buying large size cans.,drink,negative,3,B0029NQNWU,2012-10-26 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.04864157 -0.02405304  0.00031656 ...  0.03439123  0.01508335
  0.00631448]",4,1.0,57,57,Flavor & Quality,Sweetness
4982,2498,1,"one quarter of these cans was only partially filled with chunks, having an inch of fluid before touching the meat product.",drink,negative,3,B0029NQNWU,2012-10-26 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.01019889  0.01576128 -0.01221322 ... -0.024172    0.00266988
 -0.00895495]",1,1.0,122,122,Flavor & Quality,Sweetness
4983,2498,2,i shake each of these large cans before opening one.,drink,negative,3,B0029NQNWU,2012-10-26 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.01610591  0.01742758 -0.00367877 ...  0.00634324 -0.00223992
  0.00761112]",6,1.0,52,52,Flavor & Quality,Fruitiness
4988,2501,0,"i could not wait to try this balm, i have fine, thin, long hair and it gets very dry in the summer.",other,negative,2,B007RTR9DS,2012-08-04 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.01343182  0.058221   -0.03844364 ... -0.00277926  0.006469
 -0.00777761]",5,1.0,99,99,Flavor & Quality,Herbal
4989,2501,1,"i put this all over my head and hair and when i tried to rinse it out, it would not come out.",other,negative,2,B007RTR9DS,2012-08-04 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.01982762  0.02433987 -0.04946759 ...  0.00106688  0.04084896
 -0.01758344]",5,1.0,93,93,Flavor & Quality,Herbal
4990,2501,2,i washed my hair with shampoo 4 times afterwards and i still have this grease in my hair.,other,negative,2,B007RTR9DS,2012-08-04 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.02235948 -0.00163015 -0.00891241 ... -0.00471324  0.01305205
  0.01770576]",14,1.0,89,89,Flavor & Quality,Herbal
4994,2504,0,i can't say they were awful but they have a really grainy dry kinda taste.,snack,negative,2,B000E1ZUQO,2008-04-09 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[-0.07135026 -0.01425997 -0.06741995 ...  0.00369097 -0.01288059
 -0.02262448]",8,1.0,74,74,Other,
4995,2504,1,"i think they would be good with dips, but i have only eaten them plain.",snack,negative,2,B000E1ZUQO,2008-04-09 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.00043681 -0.03007131 -0.03509521 ...  0.0037499   0.00166612
 -0.00175927]",8,1.0,71,71,Other,
4996,2504,2,"i would recommend sampling them somehow, try 1 box if you can, instead of 12!",snack,negative,2,B000E1ZUQO,2008-04-09 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[-0.004452   -0.03600866 -0.00545108 ... -0.02413197 -0.00931065
  0.0226877 ]",3,1.0,77,77,Flavor & Quality,Fruitiness
5008,2511,0,"we have five cats - one an elderly cat of 15 years, the other four in the 9-11 year range.",baby & pet,negative,1,B002Z9EQPO,2011-07-16 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.00567013  0.02077812  0.03184661 ... -0.02196403 -0.00369361
 -0.01373678]",20,1.0,90,90,Other,
5009,2511,1,the oldest cat was diagnosed a couple of months ago with the beginning stages of chronic kidney disease.,baby & pet,negative,1,B002Z9EQPO,2011-07-16 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.01780676 -0.01909919  0.02910352 ... -0.02532198  0.00603731
 -0.0045564 ]",20,1.0,104,104,Other,
5010,2511,2,"his numbers didn't warrant being on prescription food yet, but we needed to start paying attention to things like protein and phosphorus levels in his food.",baby & pet,negative,1,B002Z9EQPO,2011-07-16 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[ 0.00798041 -0.00453137 -0.00948059 ... -0.00543558  0.02703064
  0.01638553]",2,1.0,156,156,Flavor & Quality,Herbal
5011,2512,0,"it doesn't affect the taste, but the smoke smell is very noticeable.",snack,negative,3,B002OSS32I,2010-11-24 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[ 0.0067505   0.00354089 -0.0548041  ... -0.00767557 -0.00851939
  0.02533939]",14,1.0,68,68,Flavor & Quality,Herbal
5012,2512,1,maybe they shouldn't be sent in hot weather or should be packed differently.,snack,negative,3,B002OSS32I,2010-11-24 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[ 0.02724719  0.01520416  0.03972384 ... -0.03024047  0.01678472
  0.00532915]",7,1.0,76,76,Flavor & Quality,Herbal
5047,2540,0,"i've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e.",snack,negative,3,B000G32YEG,2011-10-20 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.01153464  0.00407622 -0.02598878 ...  0.03057657 -0.01170407
  0.01137824]",4,1.0,158,158,Flavor & Quality,Sweetness
5048,2540,1,"a few of these beans, for example, look like they were dried w/ tiny black spots from dirt or perhaps insects?",snack,negative,3,B000G32YEG,2011-10-20 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.0221553  -0.01715296  0.02261929 ... -0.01020043 -0.000889
 -0.00064478]",8,1.0,110,110,Other,
5049,2540,2,"some might attribute this to the fact that these beans are a product of china and while i do not think that its origins are the primary source of the problem, it might explain in part the low quality of the edamame.",snack,negative,3,B000G32YEG,2011-10-20 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.00979077 -0.02917351  0.03650417 ...  0.00305651 -0.02447693
 -0.00911983]",4,1.0,215,215,Flavor & Quality,Sweetness
5057,2545,0,"not only were the walnuts stale, but what little walnut was there was thick coated with a carmel sugar coating.",protein snacks,negative,1,B000EM0LVM,2012-09-29 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.03420798  0.00062758 -0.06483665 ... -0.0070244   0.02315047
 -0.02940148]",15,1.0,111,111,Other,
5058,2545,1,"i was expecting ""glazed"" lightly with sweetness, like other glazed items are.",protein snacks,negative,1,B000EM0LVM,2012-09-29 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.00233681  0.01098487 -0.05919699 ...  0.03129677  0.01876189
 -0.00336959]",0,1.0,77,77,Flavor & Quality,Sweetness
5059,2545,2,but the coating was very thick and brown.,protein snacks,negative,1,B000EM0LVM,2012-09-29 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.01418922  0.00269405 -0.05059906 ... -0.03267583  0.00120946
 -0.01894517]",5,1.0,41,41,Flavor & Quality,Herbal
5060,2546,0,someone said that it tasted like a sprite.,drink,negative,3,B002T0IHJ0,2012-03-21 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.00949858 -0.01434403 -0.07956221 ...  0.0192205   0.00549379
  0.03357694]",6,1.0,42,42,Flavor & Quality,Fruitiness
5061,2546,1,it tastes more like redbull but with a less tart flavor.,drink,negative,3,B002T0IHJ0,2012-03-21 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.05330588 -0.0308522  -0.0568629  ...  0.03806505 -0.01995883
  0.02961713]",12,1.0,56,56,Health/Nutrition,
5062,2546,2,i couldn't taste any after taste so that was a plus.,drink,negative,3,B002T0IHJ0,2012-03-21 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.03146631 -0.02556792 -0.05982301 ...  0.00269006  0.01436345
  0.00187255]",12,1.0,52,52,Health/Nutrition,
5070,2550,0,"the applesauce tastes fine, standard low sugar applesauce, but for the high cost, both on amazon and in your local store, as compared to the price of a standard jar or even cups, this seems kind of crazy!",drink,negative,2,B006JXY0E4,2012-09-30 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.03596083 -0.03042649 -0.046285   ...  0.02598412 -0.00199472
  0.01341396]",18,1.0,204,204,Flavor & Quality,Bitterness
5071,2550,1,"i mean, unless your child really, really needs portable applesauce, i'd say stick w/a jar or cups for sooooo much less money, i don't really think this is the best product, and yet another thing to throw in a landfill! not recommended!",drink,negative,2,B006JXY0E4,2012-09-30 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.00893612 -0.01099936 -0.03003087 ...  0.01403557  0.03430917
  0.05321647]",18,1.0,235,235,Flavor & Quality,Bitterness
5077,2557,0,this stuff does give you an energy boost and i believe (with proper diet and exercise) it will speed your weight loss.,other,negative,3,B001CGX3ZK,2008-11-17 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[ 0.01667203  0.0378354  -0.08126734 ...  0.01064047  0.00105964
  0.01482612]",12,1.0,118,118,Health/Nutrition,
5078,2557,1,"but, i suggest you get capsules, because this stuff is disgusting otherwise.",other,negative,3,B001CGX3ZK,2008-11-17 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[ 0.01028363  0.06109189 -0.04238022 ...  0.03861713 -0.02124202
  0.0344388 ]",19,1.0,76,76,Packaging/Delivery,
5103,2567,0,this was an x-mas gift for my dog and he loved it.,baby & pet,negative,1,B000633NXM,2011-01-11 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.02500891  0.00784271 -0.06546193 ... -0.01601448 -0.01702361
 -0.00565991]",2,1.0,50,50,Flavor & Quality,Herbal
5104,2567,1,"then a couple days later he stopped eating, threw up bile everywhere, and became very lethargic.",baby & pet,negative,1,B000633NXM,2011-01-11 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.02828591  0.00256479 -0.05780932 ...  0.00406886 -0.01006581
 -0.01814276]",12,1.0,96,96,Health/Nutrition,
5105,2567,2,i took him to the vet and there in his intestine was a nice chunk of the bone.,baby & pet,negative,1,B000633NXM,2011-01-11 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.01812492 -0.00332256 -0.01819754 ...  0.00322659 -0.01306198
 -0.0175543 ]",2,1.0,78,78,Flavor & Quality,Herbal
5106,2569,0,"i was very excited that 7 years later, they decide to bring ""delfa rolls"" or ""danish ribbons"" back.",protein snacks,negative,1,B002Y5MM8M,2010-03-03 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[-0.00176633  0.0205578  -0.0415661  ...  0.01355253  0.03315677
 -0.03838257]",15,1.0,99,99,Other,
5107,2569,1,"seeing these reminded me of my childhood, so i bought a case.",protein snacks,negative,1,B002Y5MM8M,2010-03-03 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[ 0.01501608 -0.02490506 -0.06287368 ... -0.00545369  0.01372377
 -0.00755018]",16,1.0,61,61,Other,
5108,2569,2,it came a day after the latest estimation date.,protein snacks,negative,1,B002Y5MM8M,2010-03-03 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[ 0.05264654 -0.00082538  0.03446494 ... -0.01367327  0.014133
  0.01153775]",10,1.0,47,47,Health/Nutrition,
5114,2572,0,"pops big, tastes great, but the hulls are huge!",snack,negative,3,B0051WBQ00,2012-05-29 00:00:00+00:00,2012-05-01 00:00:00+00:00,"[ 0.02361958  0.03215628  0.04628598 ...  0.02397002  0.02231595
 -0.02333923]",18,1.0,47,47,Flavor & Quality,Bitterness
5115,2572,1,(expensive) i feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue.,snack,negative,3,B0051WBQ00,2012-05-29 00:00:00+00:00,2012-05-01 00:00:00+00:00,"[-0.01943724 -0.03421548  0.0087245  ...  0.01730063  0.00022071
 -0.00214218]",5,1.0,138,138,Flavor & Quality,Herbal
5116,2572,2,"wanted to try mushroom popcorn, because it looks so tasty, but will stick with standard popcorn from now on.",snack,negative,3,B0051WBQ00,2012-05-29 00:00:00+00:00,2012-05-01 00:00:00+00:00,"[-0.01500955 -0.03150859 -0.03368555 ... -0.00678509  0.00594725
 -0.0317091 ]",3,1.0,108,108,Flavor & Quality,Fruitiness
5142,2583,0,"however, i have twice broken teeth with them, including today.",snack,negative,3,B000W7WQX0,2012-08-09 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.00718451  0.01912469  0.05895506 ... -0.00348069 -0.00114828
  0.04980071]",16,1.0,62,62,Other,
5143,2583,1,do not mindlessly chomp away at these snacks.,snack,negative,3,B000W7WQX0,2012-08-09 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.05166318  0.01611315 -0.03902541 ... -0.00376921  0.01004702
  0.02468155]",3,1.0,45,45,Flavor & Quality,Fruitiness
5144,2583,2,i'm not being overly zealous with my suggestion that you only eat a few at a time and let them soften in your mouth before chewing too forcefully.,snack,negative,3,B000W7WQX0,2012-08-09 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.06978472  0.00449352 -0.03602539 ... -0.02318861 -0.02205558
  0.00533364]",3,1.0,146,146,Flavor & Quality,Fruitiness
5149,2588,0,so i have no idea if they were as good as my friend stated.,staples,negative,1,B003TVIB0I,2012-09-28 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.03721551 -0.03030482 -0.10648368 ... -0.02672848 -0.00048234
  0.01137439]",15,1.0,59,59,Other,
5173,2598,0,to the best of my knowledge maple syrup from canada only needs 80% maple to be considered pure.,condiments,negative,3,B000LKXNG2,2008-02-26 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[ 0.00272224  0.01490397 -0.00963229 ...  0.00491039 -0.01462751
  0.00015875]",0,1.0,95,95,Flavor & Quality,Sweetness
5174,2598,1,"ny 90% , vermont 100% i wonder if this product ignores canada's standard.",condiments,negative,3,B000LKXNG2,2008-02-26 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[-0.03074829  0.00267402  0.01048994 ... -0.01547722 -0.01985398
 -0.00288612]",10,1.0,73,73,Health/Nutrition,
5180,2601,0,"not only have i had just about everry brand of belgian chocolate this side of the atlantic, i have had this one several times.",chocolate,negative,1,B001HTKZT4,2011-09-28 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[-0.01617123 -0.04449584 -0.02047607 ... -0.0144992  -0.01597158
  0.00028192]",4,1.0,126,126,Flavor & Quality,Sweetness
5181,2601,1,it has a powdery appearance and is very brittle to touch and taste.,chocolate,negative,1,B001HTKZT4,2011-09-28 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[ 0.02585141 -0.00660166 -0.0317692  ... -0.00553523 -0.00634775
  0.00553185]",5,1.0,67,67,Flavor & Quality,Herbal
5182,2601,2,and i guess i can't return it either.,chocolate,negative,1,B001HTKZT4,2011-09-28 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[ 0.01311798  0.03006602 -0.02879731 ...  0.00107646  0.00676246
  0.0075943 ]",16,1.0,37,37,Other,
5191,2606,0,the second and third tasted better as i had become accustomed to it.,drink,negative,3,B005V9UG18,2012-03-19 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.04118652 -0.03503189 -0.05478713 ...  0.02291498  0.00134031
 -0.01061947]",1,1.0,68,68,Flavor & Quality,Sweetness
5192,2606,1,my husband liked it too and said he felt a bit refreshed/increased energy after drinking it.,drink,negative,3,B005V9UG18,2012-03-19 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.06781824  0.03205824 -0.05832653 ... -0.01300364 -0.00308777
  0.01784441]",12,1.0,92,92,Health/Nutrition,
5193,2606,2,"there are less expensive ways to eat/drink healthfully, i think.",drink,negative,3,B005V9UG18,2012-03-19 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.0233085  -0.02676549 -0.00691398 ...  0.0127542  -0.01934082
  0.03645554]",6,1.0,64,64,Flavor & Quality,Fruitiness
5226,2620,0,i found this particular green tea to be to bitter tasting.,tea,negative,1,B001D0GV5E,2010-03-09 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[-0.03489736 -0.00010128 -0.01447895 ... -0.00846792 -0.02545146
  0.00745415]",11,1.0,58,58,Price & Value,
5234,2624,0,"it smells delish, but, definately not enough chocolate flavor for me.",coffee,negative,3,B00395DVQS,2010-09-18 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.00750867 -0.03270193 -0.05670725 ...  0.01433371 -0.02573119
  0.0062815 ]",14,1.0,69,69,Flavor & Quality,Herbal
5235,2624,1,"i find that by combining a hot chocolate k cup, along with a bold coffee, i get the desired flavor that i enjoy.",coffee,negative,3,B00395DVQS,2010-09-18 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.03608939 -0.05892858  0.02417167 ... -0.00313509 -0.03354894
 -0.0011169 ]",13,1.0,112,112,Health/Nutrition,
5236,2624,2,"for someone who enjoys a hint of flavor, the vh chocolate raspberry truffle k cups would be excellent. thank you.",coffee,negative,3,B00395DVQS,2010-09-18 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.02453334 -0.06023028 -0.02421438 ... -0.01957617 -0.01799466
  0.00012833]",13,1.0,113,113,Health/Nutrition,
5237,2625,0,"well, i really wanted to like these but can't.",coffee,negative,2,B00395DVQS,2010-11-19 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[ 0.00067755 -0.00012465 -0.00982193 ...  0.02876661  0.0185518
 -0.00074871]",16,1.0,46,46,Other,
5238,2625,1,faint smell of vanilla was there as was the taste.,coffee,negative,2,B00395DVQS,2010-11-19 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.04806425 -0.01076946 -0.07272879 ... -0.00877489  0.00242024
 -0.04434267]",14,1.0,50,50,Flavor & Quality,Herbal
5239,2625,2,my biggest problem with these was the fact that about 1 in 4 plugged up my brewer.,coffee,negative,2,B00395DVQS,2010-11-19 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.03216891  0.01951348  0.00380317 ... -0.04326965 -0.00787514
  0.0017354 ]",9,1.0,82,82,Other,
5252,2631,0,my reclaimed feral cats normally mob me for treats.,baby & pet,negative,1,B002Q0Z8F4,2011-04-08 00:00:00+00:00,2011-04-01 00:00:00+00:00,"[ 0.0291845  -0.00529635  0.00012851 ...  0.00705724 -0.05258124
  0.01099538]",20,1.0,51,51,Other,
5253,2631,1,these are very hard and must not have a good taste.,baby & pet,negative,1,B002Q0Z8F4,2011-04-08 00:00:00+00:00,2011-04-01 00:00:00+00:00,"[ 0.03113367 -0.01029306 -0.02341388 ...  0.009982   -0.00994666
 -0.03466837]",15,1.0,51,51,Other,
5254,2631,2,i was really disappointed that halo would produce something this bad and that amazon would sell it.,baby & pet,negative,1,B002Q0Z8F4,2011-04-08 00:00:00+00:00,2011-04-01 00:00:00+00:00,"[ 0.04697951  0.0013929  -0.05622181 ...  0.04001579 -0.01182168
  0.00186574]",10,1.0,99,99,Health/Nutrition,
5263,2639,0,"this was the first larabar product that i tried, and it was awful!",snack,negative,1,B000JZYM8W,2007-07-31 00:00:00+00:00,2007-07-01 00:00:00+00:00,"[-0.0594939  -0.04685517 -0.09256813 ...  0.02706525 -0.00314106
 -0.00512129]",19,1.0,66,66,Packaging/Delivery,
5264,2639,1,"the bar smelled and tasted like vicks vaporub, which is not exactly a pleasant thing when you're talking about food.",snack,negative,1,B000JZYM8W,2007-07-31 00:00:00+00:00,2007-07-01 00:00:00+00:00,"[-4.0508181e-02  1.3917881e-02 -1.2141565e-01 ... -1.0208715e-02
 -7.1256831e-03  6.0826926e-05]",14,1.0,116,116,Flavor & Quality,Herbal
5265,2639,2,i will definitely not be purchasing any of their other products after this awful experience.,snack,negative,1,B000JZYM8W,2007-07-31 00:00:00+00:00,2007-07-01 00:00:00+00:00,"[-0.04792861 -0.00062047 -0.03207652 ...  0.04633276 -0.00310858
  0.02821989]",19,1.0,92,92,Packaging/Delivery,
5282,2649,0,tried to give these treats to two different dogs.,baby & pet,negative,1,B002R8UANK,2011-01-18 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.01431759 -0.05992638  0.01513376 ... -0.03328321 -0.01362592
 -0.00838305]",2,1.0,49,49,Flavor & Quality,Herbal
5283,2649,1,both did not like it and would not eat it.,baby & pet,negative,1,B002R8UANK,2011-01-18 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.03665283 -0.0352697  -0.01738216 ...  0.02997658  0.02585381
  0.00991462]",1,1.0,42,42,Flavor & Quality,Sweetness
5300,2657,0,here is my review; i have tried many jerkys and am always looking for new ones that could be my new favorite flavor.,protein snacks,negative,1,B007P2O88G,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.02098691 -0.01771245 -0.0744909  ... -0.01080952 -0.00405831
 -0.00903954]",3,1.0,116,116,Flavor & Quality,Fruitiness
5301,2657,1,the red hot lime and chile isn't one of them.,protein snacks,negative,1,B007P2O88G,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.00592655 -0.02780671  0.00123158 ... -0.01530579  0.01357588
 -0.0044458 ]",12,1.0,45,45,Health/Nutrition,
5302,2657,2,"however, their jim beam glazed beef strips are to die for. go figure.",protein snacks,negative,1,B007P2O88G,2012-09-15 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.02161303 -0.00516311 -0.05231039 ...  0.01565744  0.0069985
  0.01678269]",19,1.0,69,69,Packaging/Delivery,
5309,2661,0,i received my 3 bottles of this product today.,drink,negative,2,B000YC317I,2011-10-10 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[ 0.00041764 -0.01250415 -0.03506079 ... -0.01010424  0.01728458
  0.03174878]",10,1.0,46,46,Health/Nutrition,
5310,2661,1,"upon looking at the label on the bottle, it is only 30% juice and there is sugar and grape juice included as a sweetner.",drink,negative,2,B000YC317I,2011-10-10 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.04526351  0.02371165 -0.04884783 ...  0.03409698  0.00231487
  0.03345364]",0,1.0,120,120,Flavor & Quality,Sweetness
